Week,Airports,Class,Passengers
7207,MEL-SYD,Business,0
7214,MEL-SYD,Business,0
7221,MEL-SYD,Business,618
7228,MEL-SYD,Business,565
7235,MEL-SYD,Business,414
7242,MEL-SYD,Business,543
7249,MEL-SYD,Business,712
7256,MEL-SYD,Business,652
7263,MEL-SYD,Business,709
7270,MEL-SYD,Business,793
7277,MEL-SYD,Business,838
7284,MEL-SYD,Business,763
7291,MEL-SYD,Business,266
7298,MEL-SYD,Business,362
7305,MEL-SYD,Business,665
7312,MEL-SYD,Business,957
7319,MEL-SYD,Business,1145
7326,MEL-SYD,Business,1312
7333,MEL-SYD,Business,1689
7340,MEL-SYD,Business,1762
7347,MEL-SYD,Business,2160
7354,MEL-SYD,Business,1877
7361,MEL-SYD,Business,2048
7368,MEL-SYD,Business,1824
7375,MEL-SYD,Business,1986
7382,MEL-SYD,Business,2032
7389,MEL-SYD,Business,1956
7396,MEL-SYD,Business,1503
7403,MEL-SYD,Business,1256
7410,MEL-SYD,Business,1752
7417,MEL-SYD,Business,1878
7424,MEL-SYD,Business,1945
7431,MEL-SYD,Business,1735
7438,MEL-SYD,Business,1825
7445,MEL-SYD,Business,1715
7452,MEL-SYD,Business,1594
7459,MEL-SYD,Business,1377
7466,MEL-SYD,Business,1686
7473,MEL-SYD,Business,1560
7480,MEL-SYD,Business,1692
7487,MEL-SYD,Business,1597
7494,MEL-SYD,Business,1729
7501,MEL-SYD,Business,1733
7508,MEL-SYD,Business,1813
7515,MEL-SYD,Business,1725
7522,MEL-SYD,Business,1909
7529,MEL-SYD,Business,1765
7536,MEL-SYD,Business,1781
7543,MEL-SYD,Business,1717
7550,MEL-SYD,Business,1884
7557,MEL-SYD,Business,1881
7564,MEL-SYD,Business,1433
7571,MEL-SYD,Business,1534
7578,MEL-SYD,Business,1926
7585,MEL-SYD,Business,1870
7592,MEL-SYD,Business,1942
7599,MEL-SYD,Business,2222
7606,MEL-SYD,Business,1909
7613,MEL-SYD,Business,2089
7620,MEL-SYD,Business,2026
7627,MEL-SYD,Business,2009
7634,MEL-SYD,Business,2034
7641,MEL-SYD,Business,2085
7648,MEL-SYD,Business,1330
7655,MEL-SYD,Business,318
7662,MEL-SYD,Business,522
7669,MEL-SYD,Business,824
7676,MEL-SYD,Business,1113
7683,MEL-SYD,Business,1285
7690,MEL-SYD,Business,1107
7697,MEL-SYD,Business,1591
7704,MEL-SYD,Business,1726
7711,MEL-SYD,Business,1758
7718,MEL-SYD,Business,1883
7725,MEL-SYD,Business,2089
7732,MEL-SYD,Business,2198
7739,MEL-SYD,Business,2449
7746,MEL-SYD,Business,1739
7753,MEL-SYD,Business,1480
7760,MEL-SYD,Business,2152
7767,MEL-SYD,Business,2258
7774,MEL-SYD,Business,1776
7781,MEL-SYD,Business,2355
7788,MEL-SYD,Business,2140
7795,MEL-SYD,Business,1988
7802,MEL-SYD,Business,2083
7809,MEL-SYD,Business,2115
7816,MEL-SYD,Business,1884
7823,MEL-SYD,Business,1797
7830,MEL-SYD,Business,1944
7837,MEL-SYD,Business,2001
7844,MEL-SYD,Business,1668
7851,MEL-SYD,Business,1527
7858,MEL-SYD,Business,1477
7865,MEL-SYD,Business,1949
7872,MEL-SYD,Business,1914
7879,MEL-SYD,Business,1632
7886,MEL-SYD,Business,1796
7893,MEL-SYD,Business,1696
7900,MEL-SYD,Business,1718
7907,MEL-SYD,Business,1442
7914,MEL-SYD,Business,1713
7921,MEL-SYD,Business,1796
7928,MEL-SYD,Business,1860
7935,MEL-SYD,Business,1554
7942,MEL-SYD,Business,1623
7949,MEL-SYD,Business,1641
7956,MEL-SYD,Business,1818
7963,MEL-SYD,Business,1969
7970,MEL-SYD,Business,1886
7977,MEL-SYD,Business,2030
7984,MEL-SYD,Business,1883
7991,MEL-SYD,Business,1871
7998,MEL-SYD,Business,1910
8005,MEL-SYD,Business,1921
8012,MEL-SYD,Business,1672
8019,MEL-SYD,Business,386
8026,MEL-SYD,Business,446
8033,MEL-SYD,Business,819
8040,MEL-SYD,Business,1238
8047,MEL-SYD,Business,1761
8054,MEL-SYD,Business,1650
8061,MEL-SYD,Business,2031
8068,MEL-SYD,Business,2064
8075,MEL-SYD,Business,2418
8082,MEL-SYD,Business,2171
8089,MEL-SYD,Business,2362
8096,MEL-SYD,Business,2328
8103,MEL-SYD,Business,2336
8110,MEL-SYD,Business,10301
8117,MEL-SYD,Business,9964
8124,MEL-SYD,Business,10433
8131,MEL-SYD,Business,8281
8138,MEL-SYD,Business,6128
8145,MEL-SYD,Business,9709
8152,MEL-SYD,Business,8828
8159,MEL-SYD,Business,8078
8166,MEL-SYD,Business,7527
8173,MEL-SYD,Business,7486
8180,MEL-SYD,Business,6711
8187,MEL-SYD,Business,5930
8194,MEL-SYD,Business,5462
8201,MEL-SYD,Business,3710
8208,MEL-SYD,Business,2894
8215,MEL-SYD,Business,3008
8222,MEL-SYD,Business,2829
8229,MEL-SYD,Business,3252
8236,MEL-SYD,Business,3021
8243,MEL-SYD,Business,2667
8250,MEL-SYD,Business,2740
8257,MEL-SYD,Business,2807
8264,MEL-SYD,Business,2961
8271,MEL-SYD,Business,2570
8278,MEL-SYD,Business,2671
8285,MEL-SYD,Business,2809
8292,MEL-SYD,Business,2712
8299,MEL-SYD,Business,2606
8306,MEL-SYD,Business,2500
8313,MEL-SYD,Business,2898
8320,MEL-SYD,Business,3152
8327,MEL-SYD,Business,3053
8334,MEL-SYD,Business,2745
8341,MEL-SYD,Business,3156
8348,MEL-SYD,Business,3069
8355,MEL-SYD,Business,3379
6381,MEL-SYD,Economy,20167
6388,MEL-SYD,Economy,20161
6395,MEL-SYD,Economy,19993
6402,MEL-SYD,Economy,20986
6409,MEL-SYD,Economy,20497
6416,MEL-SYD,Economy,20770
6423,MEL-SYD,Economy,21111
6430,MEL-SYD,Economy,20675
6437,MEL-SYD,Economy,22092
6444,MEL-SYD,Economy,20772
6451,MEL-SYD,Economy,21642
6458,MEL-SYD,Economy,21911
6472,MEL-SYD,Economy,23777
6479,MEL-SYD,Economy,22658
6486,MEL-SYD,Economy,23515
6493,MEL-SYD,Economy,21384
6500,MEL-SYD,Economy,24344
6507,MEL-SYD,Economy,21137
6514,MEL-SYD,Economy,23069
6521,MEL-SYD,Economy,23664
6528,MEL-SYD,Economy,23219
6535,MEL-SYD,Economy,23192
6542,MEL-SYD,Economy,23475
6549,MEL-SYD,Economy,22377
6556,MEL-SYD,Economy,16606
6563,MEL-SYD,Economy,13987
6570,MEL-SYD,Economy,16251
6577,MEL-SYD,Economy,18439
6584,MEL-SYD,Economy,20262
6591,MEL-SYD,Economy,19535
6598,MEL-SYD,Economy,22467
6605,MEL-SYD,Economy,24559
6612,MEL-SYD,Economy,24591
6619,MEL-SYD,Economy,24511
6626,MEL-SYD,Economy,24524
6633,MEL-SYD,Economy,23119
6640,MEL-SYD,Economy,23106
6647,MEL-SYD,Economy,23292
6654,MEL-SYD,Economy,21566
6661,MEL-SYD,Economy,18565
6668,MEL-SYD,Economy,24361
6675,MEL-SYD,Economy,22983
6682,MEL-SYD,Economy,21062
6689,MEL-SYD,Economy,21766
6696,MEL-SYD,Economy,22285
6703,MEL-SYD,Economy,22867
6710,MEL-SYD,Economy,23276
6717,MEL-SYD,Economy,20924
6724,MEL-SYD,Economy,21716
6731,MEL-SYD,Economy,20908
6738,MEL-SYD,Economy,21410
6745,MEL-SYD,Economy,21361
6752,MEL-SYD,Economy,22412
6759,MEL-SYD,Economy,21290
6766,MEL-SYD,Economy,22247
6773,MEL-SYD,Economy,22445
6780,MEL-SYD,Economy,21260
6787,MEL-SYD,Economy,22771
6794,MEL-SYD,Economy,23723
6801,MEL-SYD,Economy,23757
6808,MEL-SYD,Economy,23482
6815,MEL-SYD,Economy,23653
6822,MEL-SYD,Economy,26054
6829,MEL-SYD,Economy,25695
6836,MEL-SYD,Economy,26720
6843,MEL-SYD,Economy,15033
6850,MEL-SYD,Economy,22340
6857,MEL-SYD,Economy,19297
6864,MEL-SYD,Economy,23761
6871,MEL-SYD,Economy,22150
6878,MEL-SYD,Economy,22236
6885,MEL-SYD,Economy,23157
6892,MEL-SYD,Economy,24387
6899,MEL-SYD,Economy,23844
6906,MEL-SYD,Economy,23681
6913,MEL-SYD,Economy,24456
6920,MEL-SYD,Economy,19899
6927,MEL-SYD,Economy,13662
6934,MEL-SYD,Economy,15698
6941,MEL-SYD,Economy,18189
6948,MEL-SYD,Economy,19448
6955,MEL-SYD,Economy,20891
6962,MEL-SYD,Economy,22284
6969,MEL-SYD,Economy,23247
6976,MEL-SYD,Economy,24440
6983,MEL-SYD,Economy,22519
6990,MEL-SYD,Economy,22818
6997,MEL-SYD,Economy,23472
7004,MEL-SYD,Economy,24117
7011,MEL-SYD,Economy,24435
7018,MEL-SYD,Economy,20589
7025,MEL-SYD,Economy,23427
7032,MEL-SYD,Economy,20923
7039,MEL-SYD,Economy,22959
7046,MEL-SYD,Economy,19152
7053,MEL-SYD,Economy,22011
7060,MEL-SYD,Economy,20228
7067,MEL-SYD,Economy,21332
7074,MEL-SYD,Economy,20500
7081,MEL-SYD,Economy,19090
7088,MEL-SYD,Economy,21692
7095,MEL-SYD,Economy,20157
7102,MEL-SYD,Economy,22231
7109,MEL-SYD,Economy,20914
7116,MEL-SYD,Economy,21454
7123,MEL-SYD,Economy,21345
7130,MEL-SYD,Economy,19260
7137,MEL-SYD,Economy,18781
7144,MEL-SYD,Economy,17445
7151,MEL-SYD,Economy,19628
7158,MEL-SYD,Economy,17692
7165,MEL-SYD,Economy,7046
7172,MEL-SYD,Economy,0
7179,MEL-SYD,Economy,0
7186,MEL-SYD,Economy,0
7193,MEL-SYD,Economy,0
7200,MEL-SYD,Economy,0
7207,MEL-SYD,Economy,0
7214,MEL-SYD,Economy,0
7221,MEL-SYD,Economy,11569
7228,MEL-SYD,Economy,11973
7235,MEL-SYD,Economy,11123
7242,MEL-SYD,Economy,11479
7249,MEL-SYD,Economy,16969
7256,MEL-SYD,Economy,15997
7263,MEL-SYD,Economy,16555
7270,MEL-SYD,Economy,17959
7277,MEL-SYD,Economy,18868
7284,MEL-SYD,Economy,15400
7291,MEL-SYD,Economy,10544
7298,MEL-SYD,Economy,12755
7305,MEL-SYD,Economy,19020
7312,MEL-SYD,Economy,20077
7319,MEL-SYD,Economy,22124
7326,MEL-SYD,Economy,19920
7333,MEL-SYD,Economy,17215
7340,MEL-SYD,Economy,17662
7347,MEL-SYD,Economy,19828
7354,MEL-SYD,Economy,18754
7361,MEL-SYD,Economy,20390
7368,MEL-SYD,Economy,18383
7375,MEL-SYD,Economy,19377
7382,MEL-SYD,Economy,20133
7389,MEL-SYD,Economy,19210
7396,MEL-SYD,Economy,20736
7403,MEL-SYD,Economy,18821
7410,MEL-SYD,Economy,20952
7417,MEL-SYD,Economy,20565
7424,MEL-SYD,Economy,20311
7431,MEL-SYD,Economy,17859
7438,MEL-SYD,Economy,19385
7445,MEL-SYD,Economy,17962
7452,MEL-SYD,Economy,19569
7459,MEL-SYD,Economy,17894
7466,MEL-SYD,Economy,18114
7473,MEL-SYD,Economy,19170
7480,MEL-SYD,Economy,18713
7487,MEL-SYD,Economy,20520
7494,MEL-SYD,Economy,20345
7501,MEL-SYD,Economy,20015
7508,MEL-SYD,Economy,18027
7515,MEL-SYD,Economy,19697
7522,MEL-SYD,Economy,19897
7529,MEL-SYD,Economy,19213
7536,MEL-SYD,Economy,19773
7543,MEL-SYD,Economy,20128
7550,MEL-SYD,Economy,21181
7557,MEL-SYD,Economy,21933
7564,MEL-SYD,Economy,20049
7571,MEL-SYD,Economy,23358
7578,MEL-SYD,Economy,21120
7585,MEL-SYD,Economy,21970
7592,MEL-SYD,Economy,21411
7599,MEL-SYD,Economy,22569
7606,MEL-SYD,Economy,20849
7613,MEL-SYD,Economy,20658
7620,MEL-SYD,Economy,21192
7627,MEL-SYD,Economy,21502
7634,MEL-SYD,Economy,22152
7641,MEL-SYD,Economy,21904
7648,MEL-SYD,Economy,20634
7655,MEL-SYD,Economy,15535
7662,MEL-SYD,Economy,16690
7669,MEL-SYD,Economy,19150
7676,MEL-SYD,Economy,21128
7683,MEL-SYD,Economy,21136
7690,MEL-SYD,Economy,19693
7697,MEL-SYD,Economy,21576
7704,MEL-SYD,Economy,21449
7711,MEL-SYD,Economy,22298
7718,MEL-SYD,Economy,21056
7725,MEL-SYD,Economy,19014
7732,MEL-SYD,Economy,19511
7739,MEL-SYD,Economy,20162
7746,MEL-SYD,Economy,21158
7753,MEL-SYD,Economy,19059
7760,MEL-SYD,Economy,21972
7767,MEL-SYD,Economy,22877
7774,MEL-SYD,Economy,22190
7781,MEL-SYD,Economy,22533
7788,MEL-SYD,Economy,20682
7795,MEL-SYD,Economy,21788
7802,MEL-SYD,Economy,21299
7809,MEL-SYD,Economy,20663
7816,MEL-SYD,Economy,21948
7823,MEL-SYD,Economy,21009
7830,MEL-SYD,Economy,20443
7837,MEL-SYD,Economy,21418
7844,MEL-SYD,Economy,23273
7851,MEL-SYD,Economy,25763
7858,MEL-SYD,Economy,26045
7865,MEL-SYD,Economy,23831
7872,MEL-SYD,Economy,22742
7879,MEL-SYD,Economy,22962
7886,MEL-SYD,Economy,25253
7893,MEL-SYD,Economy,25239
7900,MEL-SYD,Economy,27387
7907,MEL-SYD,Economy,26824
7914,MEL-SYD,Economy,27294
7921,MEL-SYD,Economy,28935
7928,MEL-SYD,Economy,31642
7935,MEL-SYD,Economy,32468
7942,MEL-SYD,Economy,27673
7949,MEL-SYD,Economy,28890
7956,MEL-SYD,Economy,26465
7963,MEL-SYD,Economy,28296
7970,MEL-SYD,Economy,29274
7977,MEL-SYD,Economy,30686
7984,MEL-SYD,Economy,29786
7991,MEL-SYD,Economy,31155
7998,MEL-SYD,Economy,28459
8005,MEL-SYD,Economy,27195
8012,MEL-SYD,Economy,26274
8019,MEL-SYD,Economy,25204
8026,MEL-SYD,Economy,24434
8033,MEL-SYD,Economy,27323
8040,MEL-SYD,Economy,27303
8047,MEL-SYD,Economy,30334
8054,MEL-SYD,Economy,26833
8061,MEL-SYD,Economy,25811
8068,MEL-SYD,Economy,27238
8075,MEL-SYD,Economy,28788
8082,MEL-SYD,Economy,27263
8089,MEL-SYD,Economy,27217
8096,MEL-SYD,Economy,26410
8103,MEL-SYD,Economy,26118
8110,MEL-SYD,Economy,18642
8117,MEL-SYD,Economy,16518
8124,MEL-SYD,Economy,17276
8131,MEL-SYD,Economy,21662
8138,MEL-SYD,Economy,20473
8145,MEL-SYD,Economy,18336
8152,MEL-SYD,Economy,17018
8159,MEL-SYD,Economy,18111
8166,MEL-SYD,Economy,18410
8173,MEL-SYD,Economy,20541
8180,MEL-SYD,Economy,21408
8187,MEL-SYD,Economy,21545
8194,MEL-SYD,Economy,21732
8201,MEL-SYD,Economy,26173
8208,MEL-SYD,Economy,27432
8215,MEL-SYD,Economy,28362
8222,MEL-SYD,Economy,29827
8229,MEL-SYD,Economy,29870
8236,MEL-SYD,Economy,26534
8243,MEL-SYD,Economy,26434
8250,MEL-SYD,Economy,26137
8257,MEL-SYD,Economy,27365
8264,MEL-SYD,Economy,27910
8271,MEL-SYD,Economy,26311
8278,MEL-SYD,Economy,27538
8285,MEL-SYD,Economy,29445
8292,MEL-SYD,Economy,28326
8299,MEL-SYD,Economy,30203
8306,MEL-SYD,Economy,27838
8313,MEL-SYD,Economy,27760
8320,MEL-SYD,Economy,27322
8327,MEL-SYD,Economy,28837
8334,MEL-SYD,Economy,26548
8341,MEL-SYD,Economy,27279
8348,MEL-SYD,Economy,27306
8355,MEL-SYD,Economy,28299
6381,MEL-SYD,First,1912
6388,MEL-SYD,First,1848
6395,MEL-SYD,First,1856
6402,MEL-SYD,First,2142
6409,MEL-SYD,First,2118
6416,MEL-SYD,First,2048
6423,MEL-SYD,First,2111
6430,MEL-SYD,First,2199
6437,MEL-SYD,First,2231
6444,MEL-SYD,First,2081
6451,MEL-SYD,First,2213
6458,MEL-SYD,First,2131
6472,MEL-SYD,First,2131
6479,MEL-SYD,First,2034
6486,MEL-SYD,First,2190
6493,MEL-SYD,First,2262
6500,MEL-SYD,First,2579
6507,MEL-SYD,First,2367
6514,MEL-SYD,First,2432
6521,MEL-SYD,First,2640
6528,MEL-SYD,First,2614
6535,MEL-SYD,First,2569
6542,MEL-SYD,First,2523
6549,MEL-SYD,First,2260
6556,MEL-SYD,First,1117
6563,MEL-SYD,First,590
6570,MEL-SYD,First,966
6577,MEL-SYD,First,1235
6584,MEL-SYD,First,2001
6591,MEL-SYD,First,1696
6598,MEL-SYD,First,2089
6605,MEL-SYD,First,2716
6612,MEL-SYD,First,2483
6619,MEL-SYD,First,2461
6626,MEL-SYD,First,2533
6633,MEL-SYD,First,2273
6640,MEL-SYD,First,2273
6647,MEL-SYD,First,2370
6654,MEL-SYD,First,1782
6661,MEL-SYD,First,1385
6668,MEL-SYD,First,2322
6675,MEL-SYD,First,2340
6682,MEL-SYD,First,2203
6689,MEL-SYD,First,2300
6696,MEL-SYD,First,2125
6703,MEL-SYD,First,2345
6710,MEL-SYD,First,2224
6717,MEL-SYD,First,1952
6724,MEL-SYD,First,2212
6731,MEL-SYD,First,2028
6738,MEL-SYD,First,1906
6745,MEL-SYD,First,1834
6752,MEL-SYD,First,1797
6759,MEL-SYD,First,1869
6766,MEL-SYD,First,1886
6773,MEL-SYD,First,2131
6780,MEL-SYD,First,2021
6787,MEL-SYD,First,2199
6794,MEL-SYD,First,2140
6801,MEL-SYD,First,2190
6808,MEL-SYD,First,1917
6815,MEL-SYD,First,2096
6822,MEL-SYD,First,2254
6829,MEL-SYD,First,2251
6836,MEL-SYD,First,2072
6843,MEL-SYD,First,993
6850,MEL-SYD,First,1675
6857,MEL-SYD,First,1463
6864,MEL-SYD,First,2256
6871,MEL-SYD,First,2216
6878,MEL-SYD,First,2218
6885,MEL-SYD,First,2568
6892,MEL-SYD,First,2483
6899,MEL-SYD,First,2545
6906,MEL-SYD,First,2599
6913,MEL-SYD,First,2483
6920,MEL-SYD,First,1793
6927,MEL-SYD,First,516
6934,MEL-SYD,First,873
6941,MEL-SYD,First,1195
6948,MEL-SYD,First,1525
6955,MEL-SYD,First,1906
6962,MEL-SYD,First,2246
6969,MEL-SYD,First,2247
6976,MEL-SYD,First,2316
6983,MEL-SYD,First,2276
6990,MEL-SYD,First,2403
6997,MEL-SYD,First,2432
7004,MEL-SYD,First,2490
7011,MEL-SYD,First,2013
7018,MEL-SYD,First,1508
7025,MEL-SYD,First,2251
7032,MEL-SYD,First,2079
7039,MEL-SYD,First,2210
7046,MEL-SYD,First,1960
7053,MEL-SYD,First,2251
7060,MEL-SYD,First,2013
7067,MEL-SYD,First,2252
7074,MEL-SYD,First,2067
7081,MEL-SYD,First,1831
7088,MEL-SYD,First,2069
7095,MEL-SYD,First,1953
7102,MEL-SYD,First,2199
7109,MEL-SYD,First,1771
7116,MEL-SYD,First,1696
7123,MEL-SYD,First,1788
7130,MEL-SYD,First,1636
7137,MEL-SYD,First,1741
7144,MEL-SYD,First,1597
7151,MEL-SYD,First,1943
7158,MEL-SYD,First,1660
7165,MEL-SYD,First,616
7172,MEL-SYD,First,0
7179,MEL-SYD,First,0
7186,MEL-SYD,First,0
7193,MEL-SYD,First,0
7200,MEL-SYD,First,0
7207,MEL-SYD,First,0
7214,MEL-SYD,First,0
7221,MEL-SYD,First,53
7228,MEL-SYD,First,40
7235,MEL-SYD,First,354
7242,MEL-SYD,First,505
7249,MEL-SYD,First,711
7256,MEL-SYD,First,723
7263,MEL-SYD,First,796
7270,MEL-SYD,First,856
7277,MEL-SYD,First,845
7284,MEL-SYD,First,807
7291,MEL-SYD,First,276
7298,MEL-SYD,First,339
7305,MEL-SYD,First,581
7312,MEL-SYD,First,894
7319,MEL-SYD,First,936
7326,MEL-SYD,First,1111
7333,MEL-SYD,First,1446
7340,MEL-SYD,First,1517
7347,MEL-SYD,First,1513
7354,MEL-SYD,First,1508
7361,MEL-SYD,First,1636
7368,MEL-SYD,First,1380
7375,MEL-SYD,First,1453
7382,MEL-SYD,First,1459
7389,MEL-SYD,First,1538
7396,MEL-SYD,First,1327
7403,MEL-SYD,First,1027
7410,MEL-SYD,First,1365
7417,MEL-SYD,First,1475
7424,MEL-SYD,First,1365
7431,MEL-SYD,First,1351
7438,MEL-SYD,First,1231
7445,MEL-SYD,First,1447
7452,MEL-SYD,First,1408
7459,MEL-SYD,First,1089
7466,MEL-SYD,First,1357
7473,MEL-SYD,First,1287
7480,MEL-SYD,First,1087
7487,MEL-SYD,First,1017
7494,MEL-SYD,First,1090
7501,MEL-SYD,First,1343
7508,MEL-SYD,First,1164
7515,MEL-SYD,First,1169
7522,MEL-SYD,First,1465
7529,MEL-SYD,First,1242
7536,MEL-SYD,First,1220
7543,MEL-SYD,First,1231
7550,MEL-SYD,First,1266
7557,MEL-SYD,First,1337
7564,MEL-SYD,First,1079
7571,MEL-SYD,First,1223
7578,MEL-SYD,First,1351
7585,MEL-SYD,First,1269
7592,MEL-SYD,First,1382
7599,MEL-SYD,First,1435
7606,MEL-SYD,First,1371
7613,MEL-SYD,First,1341
7620,MEL-SYD,First,1399
7627,MEL-SYD,First,1440
7634,MEL-SYD,First,1236
7641,MEL-SYD,First,1441
7648,MEL-SYD,First,988
7655,MEL-SYD,First,300
7662,MEL-SYD,First,401
7669,MEL-SYD,First,529
7676,MEL-SYD,First,786
7683,MEL-SYD,First,1086
7690,MEL-SYD,First,725
7697,MEL-SYD,First,1127
7704,MEL-SYD,First,1146
7711,MEL-SYD,First,1086
7718,MEL-SYD,First,1134
7725,MEL-SYD,First,1020
7732,MEL-SYD,First,1022
7739,MEL-SYD,First,1224
7746,MEL-SYD,First,895
7753,MEL-SYD,First,658
7760,MEL-SYD,First,977
7767,MEL-SYD,First,916
7774,MEL-SYD,First,830
7781,MEL-SYD,First,990
7788,MEL-SYD,First,770
7795,MEL-SYD,First,801
7802,MEL-SYD,First,839
7809,MEL-SYD,First,835
7816,MEL-SYD,First,802
7823,MEL-SYD,First,763
7830,MEL-SYD,First,770
7837,MEL-SYD,First,838
7844,MEL-SYD,First,742
7851,MEL-SYD,First,793
7858,MEL-SYD,First,900
7865,MEL-SYD,First,960
7872,MEL-SYD,First,800
7879,MEL-SYD,First,807
7886,MEL-SYD,First,841
7893,MEL-SYD,First,880
7900,MEL-SYD,First,818
7907,MEL-SYD,First,817
7914,MEL-SYD,First,819
7921,MEL-SYD,First,998
7928,MEL-SYD,First,1220
7935,MEL-SYD,First,966
7942,MEL-SYD,First,895
7949,MEL-SYD,First,978
7956,MEL-SYD,First,913
7963,MEL-SYD,First,947
7970,MEL-SYD,First,1002
7977,MEL-SYD,First,1081
7984,MEL-SYD,First,977
7991,MEL-SYD,First,1027
7998,MEL-SYD,First,895
8005,MEL-SYD,First,900
8012,MEL-SYD,First,762
8019,MEL-SYD,First,329
8026,MEL-SYD,First,351
8033,MEL-SYD,First,419
8040,MEL-SYD,First,618
8047,MEL-SYD,First,845
8054,MEL-SYD,First,727
8061,MEL-SYD,First,1200
8068,MEL-SYD,First,1801
8075,MEL-SYD,First,1727
8082,MEL-SYD,First,1992
8089,MEL-SYD,First,1865
8096,MEL-SYD,First,1801
8103,MEL-SYD,First,1661
8110,MEL-SYD,First,2366
8117,MEL-SYD,First,2003
8124,MEL-SYD,First,2092
8131,MEL-SYD,First,1703
8138,MEL-SYD,First,1337
8145,MEL-SYD,First,1985
8152,MEL-SYD,First,1808
8159,MEL-SYD,First,1839
8166,MEL-SYD,First,1714
8173,MEL-SYD,First,1730
8180,MEL-SYD,First,1725
8187,MEL-SYD,First,1456
8194,MEL-SYD,First,1447
8201,MEL-SYD,First,1357
8208,MEL-SYD,First,1280
8215,MEL-SYD,First,1363
8222,MEL-SYD,First,1228
8229,MEL-SYD,First,1411
8236,MEL-SYD,First,1130
8243,MEL-SYD,First,1153
8250,MEL-SYD,First,1257
8257,MEL-SYD,First,1259
8264,MEL-SYD,First,1153
8271,MEL-SYD,First,1202
8278,MEL-SYD,First,1185
8285,MEL-SYD,First,1247
8292,MEL-SYD,First,1434
8299,MEL-SYD,First,1450
8306,MEL-SYD,First,1227
8313,MEL-SYD,First,1245
8320,MEL-SYD,First,1417
8327,MEL-SYD,First,1458
8334,MEL-SYD,First,1398
8341,MEL-SYD,First,1423
8348,MEL-SYD,First,1358
8355,MEL-SYD,First,1488
7130,SYD-ADL,Business,284
7137,SYD-ADL,Business,424
7144,SYD-ADL,Business,338
7151,SYD-ADL,Business,426
7158,SYD-ADL,Business,377
7165,SYD-ADL,Business,261
7172,SYD-ADL,Business,0
7179,SYD-ADL,Business,0
7186,SYD-ADL,Business,0
7193,SYD-ADL,Business,0
7200,SYD-ADL,Business,0
7207,SYD-ADL,Business,0
7214,SYD-ADL,Business,0
7221,SYD-ADL,Business,87
7228,SYD-ADL,Business,19
7235,SYD-ADL,Business,79
7242,SYD-ADL,Business,111
7249,SYD-ADL,Business,29
7256,SYD-ADL,Business,30
7263,SYD-ADL,Business,33
7270,SYD-ADL,Business,43
7277,SYD-ADL,Business,60
7284,SYD-ADL,Business,225
7291,SYD-ADL,Business,103
7298,SYD-ADL,Business,165
7305,SYD-ADL,Business,189
7312,SYD-ADL,Business,247
7319,SYD-ADL,Business,290
7326,SYD-ADL,Business,300
7333,SYD-ADL,Business,402
7340,SYD-ADL,Business,403
7347,SYD-ADL,Business,418
7354,SYD-ADL,Business,393
7361,SYD-ADL,Business,418
7368,SYD-ADL,Business,480
7375,SYD-ADL,Business,447
7382,SYD-ADL,Business,499
7389,SYD-ADL,Business,566
7396,SYD-ADL,Business,374
7403,SYD-ADL,Business,329
7410,SYD-ADL,Business,425
7417,SYD-ADL,Business,412
7424,SYD-ADL,Business,374
7431,SYD-ADL,Business,465
7438,SYD-ADL,Business,360
7445,SYD-ADL,Business,354
7452,SYD-ADL,Business,340
7459,SYD-ADL,Business,290
7466,SYD-ADL,Business,361
7473,SYD-ADL,Business,310
7480,SYD-ADL,Business,254
7487,SYD-ADL,Business,375
7494,SYD-ADL,Business,358
7501,SYD-ADL,Business,345
7508,SYD-ADL,Business,319
7515,SYD-ADL,Business,358
7522,SYD-ADL,Business,317
7529,SYD-ADL,Business,420
7536,SYD-ADL,Business,357
7543,SYD-ADL,Business,366
7550,SYD-ADL,Business,346
7557,SYD-ADL,Business,399
7564,SYD-ADL,Business,271
7571,SYD-ADL,Business,272
7578,SYD-ADL,Business,323
7585,SYD-ADL,Business,387
7592,SYD-ADL,Business,459
7599,SYD-ADL,Business,561
7606,SYD-ADL,Business,504
7613,SYD-ADL,Business,452
7620,SYD-ADL,Business,446
7627,SYD-ADL,Business,424
7634,SYD-ADL,Business,374
7641,SYD-ADL,Business,385
7648,SYD-ADL,Business,295
7655,SYD-ADL,Business,121
7662,SYD-ADL,Business,130
7669,SYD-ADL,Business,151
7676,SYD-ADL,Business,195
7683,SYD-ADL,Business,290
7690,SYD-ADL,Business,202
7697,SYD-ADL,Business,344
7704,SYD-ADL,Business,300
7711,SYD-ADL,Business,387
7718,SYD-ADL,Business,360
7725,SYD-ADL,Business,408
7732,SYD-ADL,Business,462
7739,SYD-ADL,Business,521
7746,SYD-ADL,Business,345
7753,SYD-ADL,Business,295
7760,SYD-ADL,Business,459
7767,SYD-ADL,Business,486
7774,SYD-ADL,Business,335
7781,SYD-ADL,Business,453
7788,SYD-ADL,Business,490
7795,SYD-ADL,Business,399
7802,SYD-ADL,Business,453
7809,SYD-ADL,Business,442
7816,SYD-ADL,Business,464
7823,SYD-ADL,Business,362
7830,SYD-ADL,Business,504
7837,SYD-ADL,Business,381
7844,SYD-ADL,Business,374
7851,SYD-ADL,Business,318
7858,SYD-ADL,Business,341
7865,SYD-ADL,Business,403
