"CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat","Class"
"flat","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","scaly","purple","False","none","free","close","narrow","purple","enlarging","Missing[]","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods","edible"
"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","scaly","red","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","grasses","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","grasses","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths","poisonous"
"knobbed","smooth","buff","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","woods","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","smooth","white","True","foul","free","close","broad","chocolate","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
"convex","smooth","gray","False","creosote","free","close","narrow","pink","enlarging","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","scaly","purple","False","none","free","close","narrow","pink","enlarging","Missing[]","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","several","woods","edible"
"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","grasses","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","woods","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","grasses","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","woods","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","woods","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods","poisonous"
"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","scaly","buff","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","scaly","buff","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","smooth","white","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","smooth","white","True","foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"convex","smooth","white","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","grasses","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","scaly","white","False","none","free","close","narrow","purple","enlarging","Missing[]","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods","edible"
"convex","smooth","red","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","grasses","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","grasses","poisonous"
"convex","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","fibrous","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","white","partial","white",1,"pendant","brown","solitary","woods","edible"
"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","woods","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"knobbed","fibrous","yellow","False","none","free","close","narrow","white","enlarging","Missing[]","silky","scaly","white","brown","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"knobbed","fibrous","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","fibrous","smooth","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","woods","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"bell","scaly","pink","True","none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses","poisonous"
"knobbed","scaly","pink","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","grasses","poisonous"
"knobbed","scaly","buff","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","smooth","white","True","foul","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"convex","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","grooves","white","True","none","free","crowded","narrow","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","white","clustered","leaves","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
"flat","scaly","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","fibrous","smooth","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","woods","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","scaly","pink","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","chocolate","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","smooth","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"convex","smooth","white","True","foul","free","close","broad","white","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"convex","smooth","white","True","foul","free","close","broad","chocolate","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"knobbed","scaly","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","fibrous","smooth","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","woods","poisonous"
"flat","smooth","white","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","smooth","gray","True","foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"conical","grooves","white","True","none","free","crowded","narrow","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","white","clustered","leaves","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"bell","grooves","white","True","none","free","crowded","narrow","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","white","clustered","leaves","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","smooth","white","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"bell","fibrous","yellow","False","none","free","close","narrow","white","enlarging","Missing[]","silky","scaly","white","yellow","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","brown","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"knobbed","scaly","buff","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","smooth","white","True","foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","smooth","buff","True","none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","meadows","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"flat","smooth","buff","True","none","free","close","broad","green","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses","poisonous"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","smooth","red","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"convex","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","fibrous","brown","False","none","free","crowded","narrow","white","enlarging","bulbous","smooth","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","buff","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","scaly","brown","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","scaly","buff","True","none","free","close","broad","green","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","meadows","poisonous"
"convex","scaly","brown","False","none","free","close","narrow","white","enlarging","Missing[]","silky","scaly","white","yellow","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"flat","smooth","gray","True","foul","free","close","broad","white","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","fibrous","brown","False","none","free","close","narrow","white","enlarging","Missing[]","silky","scaly","white","yellow","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","red","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"flat","smooth","white","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"knobbed","scaly","red","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","paths","poisonous"
"convex","fibrous","brown","False","none","free","close","narrow","white","enlarging","Missing[]","silky","scaly","white","brown","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","brown","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","woods","poisonous"
"convex","smooth","pink","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","smooth","pink","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"bell","scaly","white","True","none","free","close","broad","green","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses","poisonous"
"convex","scaly","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","fibrous","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"flat","smooth","brown","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","smooth","buff","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
